N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11
2.387506756582898,2.609380256112244,4.017141043656437,4.945554902520065,4.971588170070931,4.695392149950243,4.532637515314106,4.977979199151097,4.985047539395891,4.9991470934662665,4.994236315696099,4.99370019070965
2.010623537950337,2.039715253394706,2.7139934736340705,2.038045742690198,2.129776513471604,2.139661760735012,4.731460042658481,4.906724489484532,4.979339742380153,4.998011957278619,4.991432482618943,4.941964024587174
4.997829734773574,4.9812161012919,4.99811954585666,4.996708194284565,4.997870078506458,4.998096038135882,4.24106984614267,4.073024268839612,4.059689149198742,4.013368211025634,4.089151191708386,4.292334847221286
4.430580379762887,4.619725876584772,4.9977661534856965,4.992561032280594,4.996929740496613,4.995007677318555,4.321767286793995,4.118687645448794,4.325803238711828,4.059409036684569,4.328417071383012,4.071538813833843
4.997417225861307,4.978269669991914,4.998672700734641,4.996580922917526,4.997645231311366,4.998219916241301,4.440571234881339,4.102250062939746,4.0889511294644025,4.017658086912709,4.093700295758896,4.282003300021926
4.202201064163861,4.536347436717439,4.997315229099544,4.994113809379384,4.997212477751312,4.9951859265022485,4.926480486644818,4.98681101109446,4.988830238932834,4.9992868086219335,4.995697162800538,4.99839266843737
4.995986935966096,4.928816295522658,4.996561793559347,4.994240847232877,4.993756262341257,4.997314318569732,4.996841261335075,4.997263900633835,4.991904075834929,4.997612720818031,4.996778764721343,4.997561816313439
4.997016527094837,4.870582460791495,4.997583084446442,4.994288987759444,4.992914328023864,4.997543618874417,4.997404932630239,4.997292947094078,4.992258201296458,4.998079771055808,4.997275227485593,4.997666938847116
4.457609186139427,4.595450255532865,4.998021110557651,4.993608538387679,4.996818500221939,4.996748250360872,4.265817893710673,4.1166853816042375,4.552116567140998,4.918341276163041,4.993631075975889,4.654269840904413
2.112351363461167,2.059347730054171,2.1929160410966446,2.152263297054519,2.069573145828426,2.120529341305378,3.039808212364288,3.001527225965517,3.168733909940362,3.0383635405265754,3.4291890113489494,2.964388871237862
4.204570119625162,4.502195056201377,4.99778940151347,4.994371909940925,4.996873700326758,4.993420305588184,4.766318663013948,4.99273124150583,4.989908382801859,4.999417326028499,4.996308469645722,4.997696484801237
4.998068143848418,4.985506969189515,4.998412859615665,4.996638900106391,4.997134279774355,4.9980294950885975,4.18946733352642,4.075646379176788,4.067846235654485,4.011919464365797,4.103038678904944,4.314971068248293
4.996346504830287,4.970923407321815,4.997768083187477,4.995791785261655,4.997141920803836,4.997588602366554,4.425262310708491,4.046100433794312,4.044555845041888,4.012190746570862,4.054367929424279,4.288838374308426
4.996749295543832,4.876957060655495,4.996341565999895,4.99156373718391,4.991324864933699,4.997301661510979,4.996702019827562,4.996528002916294,4.990290493371058,4.997654620533705,4.996354788477188,4.997266104030933
4.996050292137756,4.913662484990807,4.997407222479956,4.994028200450464,4.991492484032952,4.996757189509032,4.997181104867244,4.99630964280279,4.9908517960046055,4.9971660530326805,4.99561209476872,4.996818839145779
2.010378566521362,2.0199886651337406,2.560267628605432,2.036078522325867,2.123830802544426,2.1194510210130417,3.1511818914881475,2.1212536475814647,2.4392505056305764,2.511351748775716,3.0150282371209527,2.016831943128885
2.484092092676212,2.4217262684409877,3.694641639355065,4.922767134878054,4.963584452938044,4.595057984471455,4.606258021879908,4.990440332429426,4.993027675812847,4.999271527939388,4.995474972334504,4.99442562258603
4.997125158208257,4.95473784085419,4.997601712992309,4.9955766941454565,4.977106930996492,4.996993283092176,4.997090284969395,4.99689324399442,4.992761016078121,4.997738954290132,4.9973586419194325,4.997836427123945
4.998004486819635,4.985175834359631,4.998011741818445,4.995893131760596,4.996647849934729,4.998165089815243,4.279823712778944,4.060814276423841,4.06164308074505,4.019505296864407,4.098218191335494,4.389331575994329
4.996063566544471,4.827275169685036,4.997281554397055,4.994753920571199,4.993040291268773,4.997087390857028,4.996755023914358,4.997362673477792,4.992800438934422,4.998182657454123,4.996720769784592,4.99771005077669
1.9895237358256848,2.021292336347632,2.3671878649757714,2.190213589817876,2.215645974221009,2.110652308237025,4.790656931163121,4.709242593281655,4.821770108812928,4.987589161314388,4.974158027859252,4.990097918774445
4.995878811682038,4.8459237790159495,4.997036797293945,4.994901421005896,4.992844742215613,4.997190790263073,4.99531370435155,4.9965148355479165,4.9923863445730206,4.997827744714956,4.997822237657494,4.99752997112817
4.204940054985453,4.50426727208886,4.99690199538141,4.992195709991436,4.996827772576272,4.994256267919564,4.922262342016434,4.989012019954129,4.990346298714625,4.999417442765916,4.99563000901901,4.998099793134655
4.3390130968521206,4.612510404149937,4.997685989853574,4.993224658928883,4.996746856150183,4.995914488964178,4.266026010459796,4.159607407310402,4.345183391212137,4.056744777075882,4.385880900058783,4.066176106672599
4.99665607846936,4.839223616387172,4.9974353320647005,4.99532854987242,4.993960976151713,4.997407442027511,4.996973382102052,4.995902612477208,4.991533924299384,4.996945195366769,4.995602509910579,4.997247888852563
2.0195674507519894,2.0246022021841084,2.370217435473745,2.054957405205122,2.127315007084852,2.1183847178670256,3.745095438792633,4.106048475475664,4.404485754708047,4.151878764225439,4.678980470571349,4.993029045631864
4.997406457266026,4.922376286704201,4.998119735506857,4.995377300630471,4.994948609090154,4.998018810420777,4.998223588719452,4.997196480412475,4.993520420136616,4.9984490167596825,4.997271381744957,4.99811296321276
4.175298231222752,4.462657912012418,4.996528433619038,4.99223512759248,4.996824387328897,4.99316440539892,4.925392004158735,4.989761742405104,4.991268420000717,4.999384502469479,4.995190233894547,4.998194632846016
4.99806320466663,4.980498636638568,4.998277743231824,4.996440362949801,4.997427157644705,4.998409421903043,4.214505344944869,4.0887667457702745,4.064621023167814,4.01227989514268,4.072766487203888,4.398155192962514
3.064817277622869,2.4683545889585403,4.520437187827288,4.945284661303161,4.953779676095039,4.596837415534797,4.79731340230232,4.988305781045905,4.992134630902712,4.999190154472535,4.9960104769176805,4.983860592248404
2.481511671118048,2.292237120167187,4.310611019790019,4.979741346704406,4.981872871742348,4.271360529349825,4.67967432234611,4.98717586434499,4.9917575782675145,4.998943943448403,4.994675445672395,4.988564787277882
4.167470502427651,4.453203594794237,4.9968347698996185,4.9933561458058495,4.996986053860748,4.995547613678265,4.894412850743769,4.98685228458975,4.991727397769066,4.999297296055441,4.995903573097032,4.998383068851284
4.332381664510296,4.511054114013605,4.996760425543182,4.993573268409604,4.996546182787351,4.993332855251759,4.883255088180226,4.98870795098561,4.992303957849567,4.999319233372361,4.995930508071044,4.995819418847555
4.996895139517737,4.905032949685208,4.996817013177152,4.993736477358973,4.989292715706071,4.997016786535111,4.997030119274075,4.99495570932617,4.992028543225942,4.997881272960482,4.996508274706186,4.997575176910578
4.998151931171046,4.985471795255601,4.998588202711487,4.996240115174888,4.997629239462593,4.998370329701031,4.2761425207939485,4.075057932401237,4.0880298189778586,4.015731133354711,4.073546644117368,4.343094848789852
4.997568866246822,4.908102111299822,4.997713071136271,4.993929795070211,4.993200602770512,4.99756007080092,4.997314596290657,4.996766649457074,4.991766228596629,4.997864816103696,4.996721802334432,4.997916650449799
4.254810498431293,4.44170489937803,4.996458240929329,4.992093800768645,4.996177493231098,4.993519035087428,4.908203705449255,4.984894054466885,4.990142326651117,4.999299309868108,4.995136404432515,4.997598184882765
4.996642234978594,4.937298140338959,4.997124388865895,4.994834820298735,4.99493253342639,4.997723059136055,4.997757776801823,4.997877904417195,4.993398898199067,4.998122360492924,4.997542791896642,4.99764520861608
4.997746387985126,4.980693530309,4.9981194380024405,4.996285968159447,4.99730877706565,4.998143268979889,4.1624196503532,4.069709530764074,4.068606585145647,4.012512464766562,4.066769700773768,4.369042994841921
4.996639127899486,4.881738930896311,4.997280488404374,4.993972685933982,4.993326362134794,4.997358825075238,4.997267882255297,4.997464809309874,4.991852593158362,4.997935335890057,4.9969976115296255,4.997763414786082
4.305867823318809,4.484029348327857,4.994295792102125,4.988889150799154,4.995388528410722,4.994658466677613,4.934432388774365,4.984224308846378,4.989813882032114,4.999318215012176,4.995835143074997,4.997560681766041
4.997274655824084,4.849100800361251,4.997266604267234,4.99503310522319,4.993639675930052,4.997898509711863,4.997705564096066,4.997878340134335,4.993094765806813,4.9979111400322935,4.996947556859491,4.997968086223079
4.998225365109712,4.980844890754668,4.998300725534449,4.9963949789601045,4.997023923077966,4.998066509314299,4.207524866779668,4.093099740557071,4.089455412893241,4.015721815029785,4.089992456658899,4.33827933789958
4.997940865757833,4.983197554072966,4.998261849711242,4.99654873604927,4.99721480954657,4.997971647659224,4.141508408395433,4.072129549269489,4.071515538977723,4.013265066220086,4.084837294494021,4.362484912480085
4.997253105561582,4.990154257727308,4.997342794997121,4.995497906103208,4.997956354572943,4.998573877196775,4.00039691803222,3.9844221595620217,4.027655523751853,4.002553356744247,4.0436338606135,4.167175857976936
4.996850349611665,4.92625143227461,4.99756030385045,4.994474590902043,4.9942052722147645,4.997237126641821,4.997092612053576,4.997296292232635,4.9923325336387245,4.997819365204258,4.997488447655422,4.997894691945716
4.996720059686233,4.933857752072734,4.996628922516884,4.99380008461159,4.993107801044359,4.9973794926682364,4.996485541074191,4.997050733651002,4.991712866026195,4.997800814796597,4.996786828999776,4.997425210381886
4.997131102719359,4.906085961201506,4.997669099112006,4.995717217030567,4.9943449598496255,4.997937496036717,4.998241304454504,4.997911214497814,4.993271245351829,4.998106915433925,4.997467424200579,4.997885443212216
4.1722141622151,4.5091293254781695,4.996920530078448,4.991433605876991,4.996366898596804,4.994276826203093,4.869801930579131,4.986844945906886,4.988525185066259,4.999108141977768,4.996537452101941,4.997877919753099
4.996859107076771,4.869366702226452,4.997311810781651,4.994407903018263,4.991503680641809,4.997300406681557,4.997684938458642,4.9976837146768975,4.991351136827401,4.99698180604753,4.996362456354237,4.997943016815959
2.71169123608673,2.667825042361563,4.059900866029951,4.912299744340206,4.955536712472076,4.54933712800831,4.953740528784761,4.98598729706089,4.990567680932369,4.999140047783696,4.996858617506593,4.984244628688699
4.209462154737788,4.987610433583326,4.997100036058606,4.994379191962303,4.997490419242253,4.994076022663303,4.715282354324472,4.981806249839588,4.979087788145864,4.998529061738163,4.992770426536877,4.997122784998305
4.996433432945138,4.91107797089267,4.997094470809948,4.993861797045596,4.992786593815011,4.99705912868109,4.996704728306486,4.996470056887478,4.991191228186011,4.9974240069749465,4.997135621506557,4.997477189573609
4.997263288684313,4.942462113635332,4.998156377652353,4.9954580743150085,4.985047902454308,4.997356303486523,4.996751021678972,4.997008158363818,4.9932515634228505,4.998615215390785,4.998323816340452,4.997797851587144
2.469953605625148,2.3445861654492357,3.742274144521292,4.911316791286087,4.96140269786199,4.6752650851921445,4.622189688928295,4.991082657951122,4.994544229629623,4.999316805050096,4.994181419993552,4.99388587890631
2.0124346147977223,2.014474995537418,2.237129721743771,2.0297785757356523,2.072907868988698,2.088264816998185,3.578556590815682,4.072133531176325,4.352557643965671,4.095220514820814,4.593623742722033,4.990750499980546
4.997291001430914,4.936054274799079,4.997227405816827,4.994886568860693,4.994233683188372,4.997765998515424,4.997469205104497,4.99712917641447,4.993084770507656,4.998484796272118,4.997447956625553,4.997621072050508
4.998353706499474,4.986289534289647,4.998273246159781,4.996219686867692,4.997298805033186,4.998424301818808,4.2392870562874325,4.072592001840683,4.077973069483575,4.014829269848134,4.07898503300859,4.329639049906056
4.996906014000588,4.899729338866656,4.996660903118956,4.994198559125932,4.993583031915298,4.997522454000125,4.997296088634806,4.996601289619336,4.990089429143731,4.9978203971032,4.996765783287929,4.997608824899048
4.997550944522287,4.895110036572925,4.997641704489928,4.995117444457796,4.992885432715303,4.997690786028942,4.997195227655654,4.996567013593918,4.990800989803999,4.997515482823273,4.996636433369583,4.997788114606971
2.0306331897364926,2.0545428686897536,2.9199867991944064,2.038726540544333,2.137808592296939,2.14419660650579,4.773670579043221,4.930699466362182,4.977666912320714,4.997590782065748,4.990278224659963,4.977913563966539
2.459183771224497,2.382199702746133,4.009957619777394,4.935880585508665,4.971375722190636,4.626447793290721,4.536126133166103,4.988746552200915,4.992972492016416,4.999307307869376,4.996068353064651,4.994851646742689
4.997046062561594,4.941529459989186,4.99744068833259,4.995110597902989,4.993639518588721,4.997802771725838,4.99767521713738,4.997301365638808,4.9919368822545,4.99759201420785,4.997221836127483,4.997649191681608
4.9968328147290295,4.831147012712754,4.996816269864497,4.993225212536524,4.990772198206222,4.99715995087623,4.996975311990153,4.9968512450550975,4.991739715823786,4.99774125326195,4.996228672178221,4.997464376212927
4.997552467897363,4.892972296618915,4.997626145292455,4.994935516475944,4.993969814451727,4.997637085697925,4.997401825011957,4.997764118440428,4.992966279672354,4.997944689660446,4.997787840057438,4.998103446443377
4.3154394338325694,4.48608850125135,4.995570904624857,4.988356502037793,4.995659025393714,4.995157733412057,4.942359992728277,4.984554727940576,4.99071452751446,4.999358559460702,4.997196182105422,4.997588459225997
4.998038258019629,4.855566072402152,4.996845704119897,4.9944358379807,4.990147961315369,4.997888172450724,4.997241144877741,4.996879532149135,4.99055962279264,4.997472138026557,4.996996989157978,4.9974287771454895
4.179594628779512,4.447698995972852,4.995630115521201,4.991071941689355,4.995545313564702,4.995350878263047,4.94347625794515,4.988953619908832,4.9897965123977,4.999155862742563,4.993517801641612,4.997085984377174
4.996855239083587,4.969753468565581,4.998036859699196,4.995965236501735,4.997405144538504,4.9977758917225845,4.338899419104453,4.074125408996151,4.074971247058177,4.010632600174399,4.07933730992742,4.31172793550815
4.9972444357703045,4.87452891431957,4.997622371412813,4.995345623349893,4.993485212498483,4.997648302031328,4.997479701981939,4.9976348555016745,4.993579910162066,4.998310024050416,4.997297469656577,4.9981543918893205
4.998257800651135,4.98613013075638,4.998206362204073,4.996639361688042,4.997573455658512,4.998298084337654,4.328328754732846,4.015219255923774,4.169244704794258,4.010323821955208,4.0715486449205365,4.20557358456122
4.996759239126052,4.94112169497363,4.997628649534294,4.994781413547052,4.992969548444258,4.997375119127902,4.996313172107207,4.997321454466031,4.9939998323267005,4.998041218977738,4.997430813315672,4.997946547484132
4.996692642687464,4.968927103723652,4.998211672557512,4.9960103203898125,4.997258180153286,4.997692810030419,4.466661273751576,4.060856662030478,4.069917382543913,4.011943086893142,4.067745587876543,4.353047633185162
4.997040845253032,4.931373752795926,4.997154886197682,4.994643191199577,4.993967965036124,4.997644583984549,4.99736047065333,4.997029798644363,4.992886944859816,4.998450324107785,4.997452904760455,4.997563035006936
4.998186215182456,4.987465398537333,4.998326978063753,4.996438843483605,4.99726376136394,4.998137085235462,4.34920466922974,4.119376332971641,4.08183798780062,4.016434903365161,4.085161967347174,4.405381370643772
4.998197917195509,4.987914459691828,4.998458798324893,4.996743620235526,4.997618560680742,4.998340317256724,4.329366430171765,4.100101158654876,4.082650237082285,4.014827625303695,4.078903020211565,4.389638926400134
4.996114405589189,4.913675851412332,4.997333076508394,4.994730719810871,4.991784914822841,4.996996379310202,4.99520973670236,4.996107264092151,4.991993139319277,4.997047186460084,4.995424123501706,4.997475832750899
