A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11
4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0
4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
4.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0
5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0
4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0
4.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0
4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0
4.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0
4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0
