C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11
3.9977410836425458,3.9866689902137407,4.008390605021139,4.000463602822161,4.002397578113439,4.172364340730274,4.997138331351726,4.999383741309317,4.997139593682065,4.990544831617847,4.999407509482946,4.998009166661603
3.997532369225832,3.988116014597677,4.009573280547236,4.002362996248843,4.0022351251362425,4.18561705049293,4.997562591465255,4.999464807251144,4.998076629472746,4.993797719523375,4.999457563801244,4.9982814563476845
4.15438064793346,4.118409866857494,4.258979419103826,4.017979994085088,4.016119822663774,4.069937822522725,4.001735119137761,4.080418533070992,4.01374992395519,4.078349130881311,4.046832649140882,4.146848879435501
4.992958999901222,4.984618810987676,4.998572661651855,4.997209940294256,4.992893443180238,4.996577558981495,4.998450477163873,4.998032153936774,4.997489172083694,4.987138348392814,4.998416643306302,4.996732979110696
4.001992116791323,3.989555842641408,4.011493167034005,4.002353833315056,4.002357675753846,4.186543357948997,4.997114685096177,4.9994062768339536,4.998022123795076,4.993774117513032,4.999397490658752,4.998229614773622
3.9977410836425458,3.9866689902137407,4.008390605021139,4.000463602822161,4.002397578113439,4.172364340730274,4.997138331351726,4.999383741309317,4.997139593682065,4.990544831617847,4.999407509482946,4.998009166661603
3.997532369225832,3.988116014597677,4.009573280547236,4.002362996248843,4.0022351251362425,4.18561705049293,4.997562591465255,4.999464807251144,4.998076629472746,4.993797719523375,4.999457563801244,4.9982814563476845
4.15438064793346,4.118409866857494,4.258979419103826,4.017979994085088,4.016119822663774,4.069937822522725,4.001735119137761,4.080418533070992,4.01374992395519,4.078349130881311,4.046832649140882,4.146848879435501
4.992958999901222,4.984618810987676,4.998572661651855,4.997209940294256,4.992893443180238,4.996577558981495,4.998450477163873,4.998032153936774,4.997489172083694,4.987138348392814,4.998416643306302,4.996732979110696
4.001992116791323,3.989555842641408,4.011493167034005,4.002353833315056,4.002357675753846,4.186543357948997,4.997114685096177,4.9994062768339536,4.998022123795076,4.993774117513032,4.999397490658752,4.998229614773622
3.9977410836425458,3.9866689902137407,4.008390605021139,4.000463602822161,4.002397578113439,4.172364340730274,4.997138331351726,4.999383741309317,4.997139593682065,4.990544831617847,4.999407509482946,4.998009166661603
3.997532369225832,3.988116014597677,4.009573280547236,4.002362996248843,4.0022351251362425,4.18561705049293,4.997562591465255,4.999464807251144,4.998076629472746,4.993797719523375,4.999457563801244,4.9982814563476845
4.15438064793346,4.118409866857494,4.258979419103826,4.017979994085088,4.016119822663774,4.069937822522725,4.001735119137761,4.080418533070992,4.01374992395519,4.078349130881311,4.046832649140882,4.146848879435501
4.992958999901222,4.984618810987676,4.998572661651855,4.997209940294256,4.992893443180238,4.996577558981495,4.998450477163873,4.998032153936774,4.997489172083694,4.987138348392814,4.998416643306302,4.996732979110696
4.001992116791323,3.989555842641408,4.011493167034005,4.002353833315056,4.002357675753846,4.186543357948997,4.997114685096177,4.9994062768339536,4.998022123795076,4.993774117513032,4.999397490658752,4.998229614773622
3.9977410836425458,3.9866689902137407,4.008390605021139,4.000463602822161,4.002397578113439,4.172364340730274,4.997138331351726,4.999383741309317,4.997139593682065,4.990544831617847,4.999407509482946,4.998009166661603
3.997532369225832,3.988116014597677,4.009573280547236,4.002362996248843,4.0022351251362425,4.18561705049293,4.997562591465255,4.999464807251144,4.998076629472746,4.993797719523375,4.999457563801244,4.9982814563476845
4.15438064793346,4.118409866857494,4.258979419103826,4.017979994085088,4.016119822663774,4.069937822522725,4.001735119137761,4.080418533070992,4.01374992395519,4.078349130881311,4.046832649140882,4.146848879435501
4.992958999901222,4.984618810987676,4.998572661651855,4.997209940294256,4.992893443180238,4.996577558981495,4.998450477163873,4.998032153936774,4.997489172083694,4.987138348392814,4.998416643306302,4.996732979110696
4.001992116791323,3.989555842641408,4.011493167034005,4.002353833315056,4.002357675753846,4.186543357948997,4.997114685096177,4.9994062768339536,4.998022123795076,4.993774117513032,4.999397490658752,4.998229614773622
3.9977410836425458,3.9866689902137407,4.008390605021139,4.000463602822161,4.002397578113439,4.172364340730274,4.997138331351726,4.999383741309317,4.997139593682065,4.990544831617847,4.999407509482946,4.998009166661603
3.997532369225832,3.988116014597677,4.009573280547236,4.002362996248843,4.0022351251362425,4.18561705049293,4.997562591465255,4.999464807251144,4.998076629472746,4.993797719523375,4.999457563801244,4.9982814563476845
4.15438064793346,4.118409866857494,4.258979419103826,4.017979994085088,4.016119822663774,4.069937822522725,4.001735119137761,4.080418533070992,4.01374992395519,4.078349130881311,4.046832649140882,4.146848879435501
4.992958999901222,4.984618810987676,4.998572661651855,4.997209940294256,4.992893443180238,4.996577558981495,4.998450477163873,4.998032153936774,4.997489172083694,4.987138348392814,4.998416643306302,4.996732979110696
4.001992116791323,3.989555842641408,4.011493167034005,4.002353833315056,4.002357675753846,4.186543357948997,4.997114685096177,4.9994062768339536,4.998022123795076,4.993774117513032,4.999397490658752,4.998229614773622
3.9977410836425458,3.9866689902137407,4.008390605021139,4.000463602822161,4.002397578113439,4.172364340730274,4.997138331351726,4.999383741309317,4.997139593682065,4.990544831617847,4.999407509482946,4.998009166661603
3.997532369225832,3.988116014597677,4.009573280547236,4.002362996248843,4.0022351251362425,4.18561705049293,4.997562591465255,4.999464807251144,4.998076629472746,4.993797719523375,4.999457563801244,4.9982814563476845
4.15438064793346,4.118409866857494,4.258979419103826,4.017979994085088,4.016119822663774,4.069937822522725,4.001735119137761,4.080418533070992,4.01374992395519,4.078349130881311,4.046832649140882,4.146848879435501
4.992958999901222,4.984618810987676,4.998572661651855,4.997209940294256,4.992893443180238,4.996577558981495,4.998450477163873,4.998032153936774,4.997489172083694,4.987138348392814,4.998416643306302,4.996732979110696
4.001992116791323,3.989555842641408,4.011493167034005,4.002353833315056,4.002357675753846,4.186543357948997,4.997114685096177,4.9994062768339536,4.998022123795076,4.993774117513032,4.999397490658752,4.998229614773622
3.9977410836425458,3.9866689902137407,4.008390605021139,4.000463602822161,4.002397578113439,4.172364340730274,4.997138331351726,4.999383741309317,4.997139593682065,4.990544831617847,4.999407509482946,4.998009166661603
3.997532369225832,3.988116014597677,4.009573280547236,4.002362996248843,4.0022351251362425,4.18561705049293,4.997562591465255,4.999464807251144,4.998076629472746,4.993797719523375,4.999457563801244,4.9982814563476845
4.15438064793346,4.118409866857494,4.258979419103826,4.017979994085088,4.016119822663774,4.069937822522725,4.001735119137761,4.080418533070992,4.01374992395519,4.078349130881311,4.046832649140882,4.146848879435501
4.992958999901222,4.984618810987676,4.998572661651855,4.997209940294256,4.992893443180238,4.996577558981495,4.998450477163873,4.998032153936774,4.997489172083694,4.987138348392814,4.998416643306302,4.996732979110696
4.001992116791323,3.989555842641408,4.011493167034005,4.002353833315056,4.002357675753846,4.186543357948997,4.997114685096177,4.9994062768339536,4.998022123795076,4.993774117513032,4.999397490658752,4.998229614773622
3.9977410836425458,3.9866689902137407,4.008390605021139,4.000463602822161,4.002397578113439,4.172364340730274,4.997138331351726,4.999383741309317,4.997139593682065,4.990544831617847,4.999407509482946,4.998009166661603
3.997532369225832,3.988116014597677,4.009573280547236,4.002362996248843,4.0022351251362425,4.18561705049293,4.997562591465255,4.999464807251144,4.998076629472746,4.993797719523375,4.999457563801244,4.9982814563476845
4.15438064793346,4.118409866857494,4.258979419103826,4.017979994085088,4.016119822663774,4.069937822522725,4.001735119137761,4.080418533070992,4.01374992395519,4.078349130881311,4.046832649140882,4.146848879435501
4.992958999901222,4.984618810987676,4.998572661651855,4.997209940294256,4.992893443180238,4.996577558981495,4.998450477163873,4.998032153936774,4.997489172083694,4.987138348392814,4.998416643306302,4.996732979110696
4.001992116791323,3.989555842641408,4.011493167034005,4.002353833315056,4.002357675753846,4.186543357948997,4.997114685096177,4.9994062768339536,4.998022123795076,4.993774117513032,4.999397490658752,4.998229614773622
